Date_,ls_ret
1999-09-07,0.0014704120455586167
1999-09-08,-0.0034930964540829195
1999-09-09,-0.005386651867127329
1999-09-10,-0.0005492412083215182
1999-09-13,0.0005473667645751576
1999-09-14,0.0008546942818486817
1999-09-15,0.003154732781734505
1999-09-16,-0.0010961062786506237
1999-09-17,-0.003117292271634685
1999-09-20,0.0012718910947596162
1999-09-21,0.0026194144237379645
1999-09-22,0.005868269253207321
1999-09-23,1.7175481909726145e-05
1999-09-24,-0.002806434463129609
1999-09-27,-0.0020387177567557516
1999-09-28,0.0017092654906862511
1999-09-29,-0.0028300219348835567
1999-09-30,0.0016437426830859404
1999-10-01,-0.0033928375039926867
1999-10-04,0.005807951216374032
1999-10-05,0.0023915822325339805
1999-10-06,0.0005824197585957553
1999-10-07,0.0005284649829923326
1999-10-08,0.002088657819442958
1999-10-11,-0.004914405626875035
1999-10-12,0.0012115832687790164
1999-10-13,0.001442338099684726
1999-10-14,0.002749550986213801
1999-10-15,0.003708414176179276
1999-10-18,0.006481006768177577
1999-10-19,-0.0016203017475218844
1999-10-20,-0.004162693927501945
1999-10-21,-0.0042915298143799685
1999-10-22,0.0002151028803284763
1999-10-25,0.0031223424910943333
1999-10-26,-0.003769853878829041
1999-10-27,-0.0010188152486778018
1999-10-28,-0.0005624205296753319
1999-10-29,0.0025598039888272725
1999-11-01,-0.004584008882724829
1999-11-02,0.0015735620182775005
1999-11-03,-0.0008123354650869843
1999-11-04,-0.0034708193446904676
1999-11-05,0.005675394770415417
1999-11-08,-0.006672000990128531
1999-11-09,-0.002695199278158857
1999-11-10,0.0017395516193339023
1999-11-11,-0.0006921783431846003
1999-11-12,-0.0024597072476969647
1999-11-15,5.3777712273620466e-05
1999-11-16,0.0023209315997855273
1999-11-17,0.0018086654464474418
1999-11-18,-0.004216361638872413
1999-11-19,0.0003353289896199059
1999-11-22,-0.004730572174726355
1999-11-23,-0.0017074893664314735
1999-11-24,-0.0022214977177385945
1999-11-25,0.018107215240509844
1999-11-26,-0.0009623243576543542
1999-11-29,-0.0026653423853382854
1999-11-30,0.0032607618427128626
1999-12-01,0.003502580876675185
1999-12-02,0.0005916512134072034
1999-12-03,0.0029920614067592477
1999-12-06,0.0036733546910295884
1999-12-07,0.00182664344115703
1999-12-08,-0.004645992482666153
1999-12-09,-0.00039054157324279514
1999-12-10,0.0030671280187462516
1999-12-13,-0.0002312596554962658
1999-12-14,0.001271000678266174
1999-12-15,0.003853620764947224
1999-12-16,0.000786019206988854
1999-12-17,0.0034459577920378463
1999-12-20,0.0024376499599676514
1999-12-21,0.0003322284397418499
1999-12-22,-0.003262452944094134
1999-12-23,-0.0004905800268886328
1999-12-24,0.013530312335949923
1999-12-27,0.002683634960968936
1999-12-28,0.0027063004348015385
1999-12-29,-0.0038505392199216183
1999-12-30,0.0017038690831885734
1999-12-31,-0.0029790487475575868
2000-01-03,-0.011281108296394636
2000-01-04,-0.0012915384907483806
2000-01-05,-0.0028345019976851243
2000-01-06,-0.007460304741361026
2000-01-07,-0.00041236444338142177
2000-01-10,-0.0017352760398814558
2000-01-11,-0.007048300798357186
2000-01-12,0.0021325601340836174
2000-01-13,0.001056476693498083
2000-01-14,0.007092006062717826
2000-01-17,0.035249360271828456
2000-01-18,-0.004004974249944836
2000-01-19,-0.0011701118254192654
2000-01-20,-0.000807996987340789
2000-01-21,-0.002253861460244633
2000-01-24,-0.0008569165177172074
2000-01-25,-0.00291891855595584
2000-01-26,0.004671513043597893
2000-01-27,0.006537972400023198
2000-01-28,-0.0009313237591119383
2000-01-31,0.0019234048468876146
2000-02-01,0.0018740626480662182
2000-02-02,-0.0030725159719951563
2000-02-03,-0.0030509454034328767
2000-02-04,-0.001238647781104181
2000-02-07,-0.002603337609810237
2000-02-08,-0.006716351236446615
2000-02-09,-0.004517042685306783
2000-02-10,-0.0013067651808287204
2000-02-11,-0.003226279125289726
2000-02-14,-0.003720413930626762
2000-02-15,-0.0012379499482146378
2000-02-16,-0.00422650270499318
2000-02-17,-0.008609836002473998
2000-02-18,-0.003948592339293292
2000-02-21,-0.00985105123379501
2000-02-22,0.002555919019492445
2000-02-23,-0.0036561650822497975
2000-02-24,-0.00978532740292275
2000-02-25,-0.00308165764310998
2000-02-28,0.004177460764576759
2000-02-29,0.002738242430228461
2000-03-01,-0.0025655182000204994
2000-03-02,0.0013304659011269936
2000-03-03,4.29515312199926e-06
2000-03-06,-0.005556896732586363
2000-03-07,-0.0031767421937583256
2000-03-08,-0.0012151820996357658
2000-03-09,-0.0034594354912940253
2000-03-10,0.0030174796668504013
2000-03-13,0.0032715870291048278
2000-03-14,0.0006363676923048366
2000-03-15,0.014215943803327042
2000-03-16,0.009407198330294417
2000-03-17,-0.0020109855068016153
2000-03-20,0.003394196392015189
2000-03-21,0.0035197421289639916
2000-03-22,-0.007746194737038531
2000-03-23,0.006768894063019311
2000-03-24,-0.001828797950694464
2000-03-27,-0.002641085504017565
2000-03-28,-0.00038559455162413787
2000-03-29,0.006688311282150136
2000-03-30,0.007466264060713338
2000-03-31,0.008216934642168076
2000-04-03,0.008973625553336733
2000-04-04,0.006117523042077508
2000-04-05,-0.0008955929281991387
2000-04-06,-0.0009191361169247099
2000-04-07,-0.0020820437106930908
2000-04-10,0.00669702730035684
2000-04-11,0.007506638943609233
2000-04-12,0.01577543120790744
2000-04-13,0.004964940719874614
2000-04-14,0.012299461031947923
2000-04-17,0.001708289819702159
2000-04-18,-0.015963945195605046
2000-04-19,-0.0017448834161504511
2000-04-20,0.009028565526252495
2000-04-21,
2000-04-24,0.00990668256135982
2000-04-25,-0.004128850321283601
2000-04-26,-0.0004957203937839661
2000-04-27,-0.001605090844131623
2000-04-28,-0.004995599311203646
2000-05-01,-0.004102383482064792
2000-05-02,-0.0016725463741775557
2000-05-03,0.003310481131856778
2000-05-04,-0.0006191583370461348
2000-05-05,0.002386266358617208
2000-05-08,0.0014870991006191304
2000-05-09,0.0033551796897131145
2000-05-10,0.007607813623146408
2000-05-11,-0.0008211460556478256
2000-05-12,0.0023033265274211446
2000-05-15,0.0024991266043474162
2000-05-16,-0.003853818555277297
2000-05-17,0.0016325529653724593
2000-05-18,0.003126941277512822
2000-05-19,-0.0005004715039257738
2000-05-22,0.00680372527433457
2000-05-23,0.00554881530931635
2000-05-24,-0.001961565164103028
2000-05-25,0.004592616685488293
2000-05-26,-0.0016391471856842374
2000-05-29,0.014529129992664591
2000-05-30,-0.00411868314266399
2000-05-31,-0.006742544673119848
2000-06-01,-0.0054669048333972035
2000-06-02,-0.006471520115079324
2000-06-05,-0.0036099668651162924
2000-06-06,-0.003900878672033806
2000-06-07,-0.004968281011440866
2000-06-08,0.005185721730492404
2000-06-09,0.002338645057330495
2000-06-12,0.005721864816100231
2000-06-13,0.005553430859120737
2000-06-14,0.005938170350442158
2000-06-15,0.0007095177173607509
2000-06-16,7.856452725577939e-05
2000-06-19,0.0006855978762215114
2000-06-20,-0.005899343977702631
2000-06-21,-0.0038026659049945283
2000-06-22,-0.001671857531565936
2000-06-23,0.00357270525882884
2000-06-26,0.001538703247215252
2000-06-27,0.0028242369533121557
2000-06-28,-0.002235851751785513
2000-06-29,0.003220791614886868
2000-06-30,-0.007031876510011704
2000-07-03,0.0035202071765575832
2000-07-04,-0.013554537095320784
2000-07-05,0.00012713327897102207
2000-07-06,-0.003909965185670777
2000-07-07,0.0033687937247123753
2000-07-10,0.004960301382303615
2000-07-11,0.008060941683118049
2000-07-12,-0.006767432070863208
2000-07-13,-0.006900637321167607
2000-07-14,-0.0004226810507242922
2000-07-17,0.004484657911634221
2000-07-18,0.0011553126445760053
2000-07-19,0.003186747224078024
2000-07-20,0.0014492225575890177
2000-07-21,0.006758236669022934
2000-07-24,0.0006625300164037959
2000-07-25,0.003576571684795771
2000-07-26,-0.0035260209882071215
2000-07-27,0.0032664494125215254
2000-07-28,0.002864932788802873
2000-07-31,0.00019390092449782248
2000-08-01,0.008427322135292627
2000-08-02,-0.0004477224597759221
2000-08-03,-0.003916250068407588
2000-08-04,0.00048676394375322165
2000-08-07,-0.0013470438331116715
2000-08-08,0.0025050272725312965
2000-08-09,-0.0011034763239445803
2000-08-10,0.0020815887563584955
2000-08-11,0.003174620732602797
2000-08-14,0.005604868544004467
2000-08-15,0.002674624776087255
2000-08-16,0.0018118703864462445
2000-08-17,-0.0034149492308249876
2000-08-18,-0.002299291454432947
2000-08-21,-0.00049522785602191
2000-08-22,5.501080249280179e-05
2000-08-23,0.0005335661907392039
2000-08-24,-0.0008240477565278655
2000-08-25,-0.0022409106215827
2000-08-28,0.002161234448169934
2000-08-29,-0.00044044127280735073
2000-08-30,-0.002574228770096829
2000-08-31,-0.0016811839856513517
2000-09-01,-0.0011867199466094288
2000-09-04,
2000-09-05,-0.0015526928396007637
2000-09-06,0.00030425213137178354
2000-09-07,-0.0004424545014473526
2000-09-08,-0.00015058142619656637
2000-09-11,0.002872717125011084
2000-09-12,1.5537052298106357e-05
2000-09-13,0.001174861116374214
2000-09-14,0.002231578813832632
2000-09-15,-0.00037650422322000655
2000-09-18,0.002515819184986005
2000-09-19,0.0009273302135544845
2000-09-20,0.007690239897972005
2000-09-21,0.002063535368704171
2000-09-22,0.0019996351731774538
2000-09-25,0.004980538697041829
2000-09-26,0.0030675395374938617
2000-09-27,0.005309014758056635
2000-09-28,-0.004393646268542899
2000-09-29,-0.004653969306932877
2000-10-02,0.009229765977005868
2000-10-03,3.0660475032014695e-05
2000-10-04,-0.0010463609541823652
2000-10-05,0.0021698933258765796
2000-10-06,0.002916738750516104
2000-10-09,-0.004886669628010513
2000-10-10,0.005053824820111307
2000-10-11,0.007130229803330869
2000-10-12,-0.001527222021360049
2000-10-13,-0.0074123046052296
2000-10-16,0.0027261194431710766
2000-10-17,0.004101009972224871
2000-10-18,0.0007299192488040313
2000-10-19,-0.008110593281601899
2000-10-20,-0.0031001417675962746
2000-10-23,0.006264177383643963
2000-10-24,-0.00661668587146098
2000-10-25,-0.0035821653559234587
2000-10-26,0.001703913872348601
2000-10-27,0.001126212956730429
2000-10-30,-0.0015038998793832255
2000-10-31,-0.0031837720523872582
2000-11-01,-0.0011226540315227012
2000-11-02,-0.001403624504271676
2000-11-03,0.004661782098183553
2000-11-06,0.0008166010857418105
2000-11-07,-0.0018506384099202008
2000-11-08,0.0038269666909646785
2000-11-09,0.0033960504937488077
2000-11-10,0.005655112170925164
2000-11-13,0.0007067261880400618
2000-11-14,0.0016230962737543958
2000-11-15,0.0024967702802313786
2000-11-16,0.0028590391794826773
2000-11-17,0.0023084697274435096
2000-11-20,0.0006444858552441095
2000-11-21,0.008999675599514338
2000-11-22,0.0005082479634722517
2000-11-23,
2000-11-24,-0.0025034669365736864
2000-11-27,-0.0015602809013316257
2000-11-28,0.004776761327483431
2000-11-29,0.0004894330649711945
2000-11-30,0.002094845704700063
2000-12-01,8.473992447432143e-05
2000-12-04,0.0010002202777038263
2000-12-05,8.694102032623416e-05
2000-12-06,0.005718914139819357
2000-12-07,0.006200074727163757
2000-12-08,-0.004377608892607307
2000-12-11,-0.002689696367768042
2000-12-12,-0.003554222919730497
2000-12-13,0.0012538059014608437
2000-12-14,-0.004878782613282048
2000-12-15,0.003377144982437364
2000-12-18,0.004980493203515699
2000-12-19,0.006790274552210123
2000-12-20,0.002501970725051072
2000-12-21,-0.0002883337077674449
2000-12-22,-0.004964041872031163
2000-12-25,
2000-12-26,0.008250685624155473
2000-12-27,0.002817671614490692
2000-12-28,-0.00587038734858562
2000-12-29,-0.006019414032096129
2001-01-02,-0.0077323744318682575
2001-01-03,-0.016872295347335454
2001-01-04,-0.020181172113218213
2001-01-05,0.00017602122384797073
2001-01-08,0.0024822927055907426
2001-01-09,-0.007482182248570425
2001-01-10,-0.005926730803335993
2001-01-11,-0.009099983445608719
2001-01-12,-0.010222365735239452
2001-01-15,0.015533593411202862
2001-01-16,-0.003174597593576173
2001-01-17,-0.0061947717287010534
2001-01-18,-0.007682797278949796
2001-01-19,-3.9649278378816193e-05
2001-01-22,0.0004903896915481435
2001-01-23,-0.004337969410704336
2001-01-24,-0.002399584771059786
2001-01-25,0.0022471969359895176
2001-01-26,-0.001697312845343929
2001-01-29,-0.008073659932269474
2001-01-30,-0.005561026060468084
2001-01-31,-0.0021601273346629553
2001-02-01,0.0032931469953610664
2001-02-02,0.0036832593377596214
2001-02-05,0.0035255639293594997
2001-02-06,0.0025641392641311996
2001-02-07,0.00042270416647013584
2001-02-08,-0.0015322638614035588
2001-02-09,0.0012558049922957594
2001-02-12,0.003581052174045698
2001-02-13,0.0009739047054239607
2001-02-14,-0.0027772352651613172
2001-02-15,-0.002363232821622785
2001-02-16,0.0034480369642878057
2001-02-19,-0.0028407546972097275
2001-02-20,0.00272228540769345
2001-02-21,-0.0017539224374727407
2001-02-22,-0.0033170009090291125
2001-02-23,0.0006721464309000319
2001-02-26,-0.00533329011322277
2001-02-27,0.0030587921015005127
2001-02-28,0.0023161036866408283
2001-03-01,0.001593901111616773
2001-03-02,0.004460820777100093
2001-03-05,0.00043937815681874314
2001-03-06,-0.00036167854157322457
2001-03-07,0.00233328485506302
2001-03-08,0.002359794762091995
2001-03-09,0.003943035888470948
2001-03-12,0.005135026346277323
2001-03-13,-0.0057618586521841625
2001-03-14,0.0036959726650921615
2001-03-15,-0.0029570639729396882
2001-03-16,0.003751872633527594
2001-03-19,0.0005332503821061055
2001-03-20,0.004013102498696532
2001-03-21,0.004431043514494645
2001-03-22,-0.002899316354187532
2001-03-23,-0.005634521642794875
2001-03-26,0.00354572120667606
2001-03-27,0.000316088646194012
2001-03-28,0.0030605452470178277
2001-03-29,-0.0019495539139609388
2001-03-30,0.00278146584153894
2001-04-02,0.0007097310028355478
2001-04-03,0.006805893817344949
2001-04-04,0.004417310324184943
2001-04-05,-0.004914656709704148
2001-04-06,0.002324962180669366
2001-04-09,0.0029581334862803987
2001-04-10,-0.006165129626290493
2001-04-11,0.00016710997782479545
2001-04-12,0.0006104332875285833
2001-04-13,
2001-04-16,-0.0002123835801808006
2001-04-17,0.003566766854619872
2001-04-18,-0.005985958499882707
2001-04-19,-0.0042011442291785455
2001-04-20,-0.0010326969321841704
2001-04-23,0.006959260715447203
2001-04-24,0.0031075189018074695
2001-04-25,0.0023478466151043457
2001-04-26,0.00021068176406228894
2001-04-27,-0.0020521682038673952
2001-04-30,-0.005745529372537489
2001-05-01,-0.006497886674179039
2001-05-02,-0.01557915272555957
2001-05-03,0.004755995127466915
2001-05-04,-0.0013536284222878166
2001-05-07,0.0035514646391958705
2001-05-08,0.0013762888411206298
2001-05-09,0.005041384549691535
2001-05-10,-0.0008112972221051489
2001-05-11,0.0024085655955579507
2001-05-14,0.007277635398255156
2001-05-15,-0.0008630576863413676
2001-05-16,-0.0021607077453142023
2001-05-17,-0.0010640642963810666
2001-05-18,0.0015832088757806036
2001-05-21,-0.006668278416131736
2001-05-22,-0.0075296546974628
2001-05-23,0.00019450413337829806
2001-05-24,-0.00015066715059173274
2001-05-25,0.00030545358311395997
2001-05-28,-0.0007785162308436474
2001-05-29,0.004290531984575376
2001-05-30,0.008934105369809632
2001-05-31,-0.0015598140375045007
2001-06-01,-0.0018699104617633142
2001-06-04,0.005863900031823183
2001-06-05,-0.0063516735107123036
2001-06-06,-0.002943932811737932
2001-06-07,-0.008122584844005637
2001-06-08,0.0011447284387169738
2001-06-11,-0.0006874060150310884
2001-06-12,-0.0002840213556319576
2001-06-13,-0.00016273702962350375
2001-06-14,0.006108502612126552
2001-06-15,0.0023178574334057635
2001-06-18,0.005353894710386434
2001-06-19,0.004277251006655656
2001-06-20,-0.001529467129361467
2001-06-21,-0.00738085322230674
2001-06-22,0.00010507597161875777
2001-06-25,-0.002407634448603667
2001-06-26,0.0006937903997971588
2001-06-27,-0.004025611541653956
2001-06-28,-0.0075220174214083516
2001-06-29,-0.006927819907166052
2001-07-02,0.0012297643363565556
2001-07-03,0.002894788726079068
2001-07-04,0.00962106188654761
2001-07-05,0.0039297076979110624
2001-07-06,0.0026029286168407725
2001-07-09,-0.004083932212127478
2001-07-10,0.0038206076498175146
2001-07-11,-0.003059138604269117
2001-07-12,-0.007777996193457326
2001-07-13,0.002749930582321043
2001-07-16,-0.0011986536566512016
2001-07-17,-0.0016908756402548408
2001-07-18,0.005795970492568875
2001-07-19,-0.0069552336717781035
2001-07-20,0.0025019705579735194
2001-07-23,0.00020670774106599818
2001-07-24,0.0015117898567403962
2001-07-25,0.002026200157757546
2001-07-26,-0.003041312192059097
2001-07-27,-0.003302699056634112
2001-07-30,-0.0004997759487698705
2001-07-31,-0.0011383203418531514
2001-08-01,-0.010340736381898412
2001-08-02,-0.0057357590429825585
2001-08-03,0.00227135314855638
2001-08-06,0.00019075438336655834
2001-08-07,0.0019782072114349495
2001-08-08,0.007398533458451229
2001-08-09,0.0024927970210478706
2001-08-10,0.0023947577617055454
2001-08-13,-0.0009173409204533509
2001-08-14,0.003785841921069228
2001-08-15,0.011509567426501688
2001-08-16,0.0021594485731237954
2001-08-17,0.007605695952646021
2001-08-20,0.0002555986445453272
2001-08-21,0.006743563503198747
2001-08-22,-0.004157407277468128
2001-08-23,0.004578667991076878
2001-08-24,-0.014131976496418666
2001-08-27,-0.005669599467485271
2001-08-28,0.0049516699335189745
2001-08-29,0.005067321476213169
2001-08-30,0.00669965454126756
2001-08-31,-0.004092007977514723
2001-09-03,
2001-09-04,0.005017677640339542
2001-09-05,0.0040649280383144816
2001-09-06,0.007793172342498152
2001-09-07,-0.0015089152390558938
2001-09-10,0.00026521188307470126
2001-09-11,-0.06642569723266038
2001-09-12,
2001-09-13,0.04499169667422356
2001-09-14,-0.049125752123363876
2001-09-17,0.02348777482137372
2001-09-18,0.007614850118270711
2001-09-19,0.0008000935819708167
2001-09-20,0.009980607287997207
2001-09-21,0.006404241259368674
2001-09-24,-0.01058892361452772
2001-09-25,0.007440861794785737
2001-09-26,0.016909565379313776
2001-09-27,0.012878663515004047
2001-09-28,2.282222324023006e-05
2001-10-01,0.007842792698701886
2001-10-02,0.002868152650461273
2001-10-03,-0.012157651517862926
2001-10-04,-0.0051504769182168135
2001-10-05,0.00164211254141666
2001-10-08,-0.005540129160042398
2001-10-09,0.009943274117684238
2001-10-10,-0.010352605679597247
2001-10-11,-0.021332198644560867
2001-10-12,-0.002651454258574849
2001-10-15,0.0045726776053638665
2001-10-16,-0.0047894492761916775
2001-10-17,0.002441884026637544
2001-10-18,0.001523540408848641
2001-10-19,0.0001247142382183683
2001-10-22,-0.0012683077113878267
2001-10-23,-0.0033924840149781735
2001-10-24,-0.00524452140593011
2001-10-25,-0.007286149087765567
2001-10-26,0.0036629239334736562
2001-10-29,0.007508076979845786
2001-10-30,0.005805252171066923
2001-10-31,-0.005119254465518015
2001-11-01,-0.007798794726621784
2001-11-02,-0.001473451026366142
2001-11-05,-0.005365825019426389
2001-11-06,-0.003614649920324365
2001-11-07,0.00030000761032217304
2001-11-08,-0.004113673343133399
2001-11-09,-0.0004386485513119808
2001-11-12,0.001207434348646992
2001-11-13,-0.004776293169297555
2001-11-14,-0.006535409727734174
2001-11-15,-0.004377571985537697
2001-11-16,-0.007735765448804544
2001-11-19,-0.004208236421040404
2001-11-20,0.0123945947272492
2001-11-21,0.002016222227904817
2001-11-22,0.0013927584798474437
2001-11-23,-0.0036180989640146907
2001-11-26,-0.0036920985603695316
2001-11-27,-0.005986968197213595
2001-11-28,0.006153359756763622
2001-11-29,-0.0013004103812812144
2001-11-30,0.002049357929080328
2001-12-03,0.003208679674289846
2001-12-04,-0.0035543712559795906
2001-12-05,-0.015025004311191052
2001-12-06,-0.004251376781332595
2001-12-07,0.0045415067352722665
2001-12-10,0.0012204344040590196
2001-12-11,-0.002586320845131292
2001-12-12,-0.001823862114252866
2001-12-13,0.012757549077818323
2001-12-14,0.002689629601833315
2001-12-17,0.00038207978703497334
2001-12-18,-0.002442591360610499
2001-12-19,0.006349291254593374
2001-12-20,0.008380168837122526
2001-12-21,-0.006661636331577937
2001-12-24,0.002058181370215381
2001-12-25,
2001-12-26,-0.004003771150508788
2001-12-27,-0.005335924334461463
2001-12-28,-0.00206458449587456
2001-12-31,0.0012929911335091003
2002-01-02,-0.010811052995813437
2002-01-03,-0.009006645286157787
2002-01-04,-0.00518102121290564
2002-01-07,0.004213506256315005
2002-01-08,0.0006974868021968145
2002-01-09,0.0032113486749653112
2002-01-10,0.0016164891402070142
2002-01-11,0.0017794957382550364
2002-01-14,0.006559571383403854
2002-01-15,0.006008362802432093
2002-01-16,0.007841406607747578
2002-01-17,0.0031500993281710823
2002-01-18,0.00034337258396465435
2002-01-21,0.0005767182554231834
2002-01-22,0.009108183728045926
2002-01-23,-0.0012544817021906036
2002-01-24,-0.004286738748856633
2002-01-25,0.0030501256170466016
2002-01-28,-0.0014051648822513102
2002-01-29,0.003772353479488704
2002-01-30,0.0012729022705484192
2002-01-31,0.003745716533321711
2002-02-01,0.0021533604225200636
2002-02-04,0.010074366897234462
2002-02-05,0.0024043206040294043
2002-02-06,0.0006392047792080013
2002-02-07,0.002479719839947831
2002-02-08,-0.002853025610638704
2002-02-11,-0.004869032717617186
2002-02-12,0.0030354185031295257
2002-02-13,-0.002155521564402318
2002-02-14,0.00231976255543806
2002-02-15,1.1488340874690549e-05
2002-02-18,0.002346368160354812
2002-02-19,0.001871330761622919
2002-02-20,-0.0016380918349864814
2002-02-21,0.002370070565810437
2002-02-22,-0.0023269296432164434
2002-02-25,-0.002830515170231177
2002-02-26,-0.00033077075735807505
2002-02-27,0.0011084100859637194
2002-02-28,-0.0003341972838455641
2002-03-01,-0.0050169470410958645
2002-03-04,-0.010799867844208754
2002-03-05,-0.002476193397535084
2002-03-06,-0.00400989511992863
2002-03-07,-0.0036354192117844615
2002-03-08,-0.0034346485456880683
2002-03-11,-0.00027470913796181335
2002-03-12,0.005621680444352646
2002-03-13,0.004026436015006756
2002-03-14,-0.0008070952841035824
2002-03-15,0.0008069127179240188
2002-03-18,0.0002813303118130517
2002-03-19,0.0002656825129720125
2002-03-20,0.0006337551171200294
2002-03-21,-0.0030242675042223607
2002-03-22,0.003463555843588575
2002-03-25,0.0025960288999904465
2002-03-26,0.003434263470261914
2002-03-27,-0.0011321997796589517
2002-03-28,-0.0035470279669673564
2002-03-29,
2002-04-01,-0.004605364336006099
2002-04-02,0.003529134777723559
2002-04-03,0.0032754395843580717
2002-04-04,0.0024734796561100814
2002-04-05,0.003083526727019373
2002-04-08,0.0017403167829812037
2002-04-09,0.005073116735873454
2002-04-10,0.0033028647337871777
2002-04-11,0.0044458390112051376
2002-04-12,-0.00018045285420904584
2002-04-15,-0.002518082006546025
2002-04-16,-0.008971190348056208
2002-04-17,-0.001738478073772607
2002-04-18,0.0021804970485962993
2002-04-19,-0.0004999905354659374
2002-04-22,0.006241767177542195
2002-04-23,7.738858766218919e-05
2002-04-24,0.004560039408389386
2002-04-25,-0.0014575571018549626
2002-04-26,0.0014255810787074602
2002-04-29,-0.0018514710097798535
2002-04-30,0.005290888469887847
2002-05-01,-0.0009679862836088754
2002-05-02,0.005128111260808428
2002-05-03,0.0015261398168170677
2002-05-06,0.005231594713254227
2002-05-07,0.0014314446101754898
2002-05-08,-0.011574416230344043
2002-05-09,0.005600593455671701
2002-05-10,0.002217479968878226
2002-05-13,-0.005933205646170503
2002-05-14,-0.0026094699965558523
2002-05-15,0.0022434427016868232
2002-05-16,1.8718018453635036e-05
2002-05-17,0.003466244552061195
2002-05-20,-0.0015516580283886122
2002-05-21,0.0023187704980807944
2002-05-22,-0.003403555006592971
2002-05-23,-0.0010606966239285814
2002-05-24,0.003398595663737076
2002-05-27,0.0020409959598443814
2002-05-28,0.0002956048270021233
2002-05-29,0.006464453922059538
2002-05-30,0.0019233101327525643
2002-05-31,0.0005387476723171757
2002-06-03,0.0042753827120400635
2002-06-04,-0.004974616660108265
2002-06-05,0.007348688321816576
2002-06-06,0.009482169201991285
2002-06-07,-0.0011555449552489673
2002-06-10,0.0067439993517251235
2002-06-11,0.0021804978444260425
2002-06-12,-0.0020723493756464174
2002-06-13,-0.0030382389787995383
2002-06-14,-0.002330754069638861
2002-06-17,-0.0026782969324354138
2002-06-18,0.002535470916464211
2002-06-19,0.007591955987231338
2002-06-20,0.0009193420383223178
2002-06-21,-0.0031736794571379273
2002-06-24,-0.005567144817357745
2002-06-25,-0.00238122879253348
2002-06-26,0.00017046627341830284
2002-06-27,-0.005411736972859808
2002-06-28,-0.004067735182587684
2002-07-01,0.0034624474514022103
2002-07-02,0.00253283020812126
2002-07-03,-0.0025308452507603408
2002-07-04,-0.008283011580985917
2002-07-05,-0.003939624555856932
2002-07-08,0.008230074246695411
2002-07-09,0.00023158772914247722
2002-07-10,0.002291280592433049
2002-07-11,-0.0013569747495539822
2002-07-12,0.004632821533871256
2002-07-15,-0.002339847676180871
2002-07-16,-0.008471354964725505
2002-07-17,-0.004770378730176851
2002-07-18,0.006461978887277796
2002-07-19,0.002409616980348976
2002-07-22,0.001321360212966603
2002-07-23,0.004974024738882874
2002-07-24,0.006534009010293217
2002-07-25,0.011517314391992458
2002-07-26,0.0022557173212081364
2002-07-29,-0.005114040835491752
2002-07-30,-0.005795384962181383
2002-07-31,0.005371936203062143
2002-08-01,0.005860151923522683
2002-08-02,0.0027062012434867022
2002-08-05,0.005460512280879059
2002-08-06,-0.00424577565297391
2002-08-07,0.0009700726348618289
2002-08-08,-0.0035725400385486906
2002-08-09,0.0017337981478146235
2002-08-12,-0.002387923144915338
2002-08-13,0.0025117817822325333
2002-08-14,-0.002854288680780457
2002-08-15,0.0013767388169529861
2002-08-16,-0.004460250327771421
2002-08-19,0.00018222994258753817
2002-08-20,-0.0018696386342398443
2002-08-21,-0.008081067215637096
2002-08-22,-0.007146735116180908
2002-08-23,0.004991460614926731
2002-08-26,-0.0027902845095783874
2002-08-27,0.005071357505725155
2002-08-28,0.004076091814519959
2002-08-29,-0.0006798383637145617
2002-08-30,0.002291978732721375
2002-09-02,
2002-09-03,0.004597200262004655
2002-09-04,-0.0019911940150906383
2002-09-05,0.005812158623664852
2002-09-06,-0.0038250205570065144
2002-09-09,0.0008567496933149637
2002-09-10,-0.0014409275225805893
2002-09-11,-0.0010242610559428455
2002-09-12,0.0019258698703982795
2002-09-13,0.0006103299348572615
2002-09-16,0.0024151641613090555
2002-09-17,0.0028023120393444833
2002-09-18,0.00038966510914442747
2002-09-19,0.0037856716228181304
2002-09-20,0.0003950900338980866
2002-09-23,0.004639356116270788
2002-09-24,0.0009997318648625627
2002-09-25,-0.006184990178935989
2002-09-26,0.0014423568329558969
2002-09-27,0.006430431377830963
2002-09-30,0.002804511815262164
2002-10-01,-0.0019380295323523393
2002-10-02,0.004620087992895289
2002-10-03,0.0010611381828765276
2002-10-04,0.0018188779770955989
2002-10-07,0.004980476414921606
2002-10-08,0.005145321180780619
2002-10-09,0.009296923004321937
2002-10-10,-0.008367525709018457
2002-10-11,-0.008661448148116977
2002-10-14,-0.0002923530054645276
2002-10-15,-0.00561774014931769
2002-10-16,0.007664330208648033
2002-10-17,-0.005763751293361215
2002-10-18,0.00470555294463097
2002-10-21,-0.0057661236932142045
2002-10-22,-0.0010504404005846455
2002-10-23,-0.003290873903529224
2002-10-24,-0.0006065567832675909
2002-10-25,7.813582373168926e-05
2002-10-28,-0.003605206649502259
2002-10-29,0.0006072594121190295
2002-10-30,-0.00467873001309993
2002-10-31,-0.002346324387692672
2002-11-01,-0.004402623735068468
2002-11-04,-0.0030350958522314727
2002-11-05,0.0008781139560770614
2002-11-06,-0.0037233886353828676
2002-11-07,0.0011001741322380436
2002-11-08,-0.0005780190595728053
2002-11-11,0.004128798717836707
2002-11-12,-0.0022015132596249713
2002-11-13,0.002215886594044133
