date,ls_ret
2015-10-15,0.0002775009699119019
2015-10-16,-0.0004890359114550826
2015-10-19,0.0026889845765697934
2015-10-20,-0.00021324246142448655
2015-10-21,0.0017820422583180787
2015-10-22,0.0022347007810321817
2015-10-23,0.003634687091707357
2015-10-26,0.003929770178579468
2015-10-27,0.0016595901952102434
2015-10-28,-0.0011748410401802147
2015-10-29,-0.0002101598582418617
2015-10-30,-0.00036358483466981457
2015-11-02,-0.0035792546629479357
2015-11-03,-0.003145899458746563
2015-11-04,0.0026411890494231326
2015-11-05,-0.002509155880756106
2015-11-06,0.002549245735291266
2015-11-09,0.0007096833615829394
2015-11-10,0.0037117597404873505
2015-11-11,0.0038964445916363213
2015-11-12,0.0018112060833816058
2015-11-13,-0.0057581570569580865
2015-11-16,-0.004704602728532652
2015-11-17,0.0027151437864019762
2015-11-18,0.0005980106362976973
2015-11-19,0.0032334096593956436
2015-11-20,0.004921517726856214
2015-11-23,-0.002053106007489853
2015-11-24,-0.004052528408104154
2015-11-25,0.0017148018168466075
2015-11-27,0.004380045872884296
2015-11-30,-0.0029565177702346756
2015-12-01,0.0011066607622501356
2015-12-02,0.004832978150426
2015-12-03,0.0026917251907638126
2015-12-04,0.006555838096252846
2015-12-07,0.008546286346578103
2015-12-08,0.002729721232470115
2015-12-09,-0.00599540748160572
2015-12-10,-0.002569383359580327
2015-12-11,0.0029265402255432634
2015-12-14,0.007641605475495042
2015-12-15,-4.819979624347752e-05
2015-12-16,0.004568262506888151
2015-12-17,0.00507828630946961
2015-12-18,-0.0030937143917182824
2015-12-21,0.0018629439243623915
2015-12-22,-0.005004216720490582
2015-12-23,-0.01366898762208658
2015-12-24,0.000601384443357911
2015-12-28,0.005496364047258271
2015-12-29,-0.00033656520613599086
2015-12-30,0.0029245037925328204
2015-12-31,-0.0061815793471991795
2016-01-04,-0.0066416769128913675
2016-01-05,-0.0005058986313101724
2016-01-06,0.009641274072030333
2016-01-07,0.003488703312451723
2016-01-08,-0.0027400923696514847
2016-01-11,0.011821552566976536
2016-01-12,0.006903923341281449
2016-01-13,-0.0022180977114800073
2016-01-14,-0.00650593485043068
2016-01-15,0.0031653102025422674
2016-01-19,0.009330801558583415
2016-01-20,-0.0015973120652005828
2016-01-21,-0.012398009085390675
2016-01-22,-0.0028613115254559336
2016-01-25,0.01146403308831651
2016-01-26,-0.0073510215590348775
2016-01-27,-0.0062097697839663315
2016-01-28,-0.004247301857947755
2016-01-29,-0.0019857075102479435
2016-02-01,0.004808642102265556
2016-02-02,0.0012575858457106253
2016-02-03,-0.014390371782407402
2016-02-04,-0.01194738476082034
2016-02-05,-0.014300101821055693
2016-02-08,-0.012123436180535858
2016-02-09,0.00781866791556631
2016-02-10,0.005428384541122236
2016-02-11,-0.0019339768476801418
2016-02-12,0.0018490441003179217
2016-02-16,0.0005385445785402259
2016-02-17,0.0009428559330627828
2016-02-18,-0.005216933646839481
2016-02-19,0.005178650701288876
2016-02-22,-0.002425925315311653
2016-02-23,0.005298848924652746
2016-02-24,0.0021528248438171496
2016-02-25,0.0032408727930386175
2016-02-26,-0.002180594305468966
2016-02-29,-0.0007393267855681643
2016-03-01,0.0025335475313564356
2016-03-02,-0.008745586335914825
2016-03-03,-0.006512717807313176
2016-03-04,-0.0022608402533114687
2016-03-07,-0.009113902491301458
2016-03-08,0.007863505469906211
2016-03-09,0.0008022713269847567
2016-03-10,-0.001979598266997382
2016-03-11,-0.0022539714619384805
2016-03-14,0.0036246161688323186
2016-03-15,0.0027213943472827115
2016-03-16,-0.004995403433253197
2016-03-17,-0.0012720819698323696
2016-03-18,0.0016403206748255535
2016-03-21,-0.0007510220692858284
2016-03-22,5.0706589829812405e-05
2016-03-23,0.006112592375702865
2016-03-24,0.0008662964479710047
2016-03-28,0.0017902188233775594
2016-03-29,0.00014511641685637585
2016-03-30,0.0019323493946214378
2016-03-31,-0.0007221907248268685
2016-04-01,0.006051936632922653
2016-04-04,-0.0016040530741920742
2016-04-05,0.0003354718824401639
2016-04-06,-0.0012506991000413516
2016-04-07,-0.0013033024472830115
2016-04-08,-0.003981700330282607
2016-04-11,-0.0012279805660528954
2016-04-12,-0.006542689655226848
2016-04-13,0.0017879559277074934
2016-04-14,0.002606366441510005
2016-04-15,0.002240410324011456
2016-04-18,-0.0017574834596552787
2016-04-19,-0.00541614990914359
2016-04-20,0.00043447584801983207
2016-04-21,-0.0004947906049644912
2016-04-22,-0.005270558412121077
2016-04-25,0.0024511260869628975
2016-04-26,-0.0029293316722015746
2016-04-27,-0.004590940882765761
2016-04-28,0.00013627174912869065
2016-04-29,-0.00428333168418486
2016-05-02,0.0021206535000323564
2016-05-03,0.0039122457509586
2016-05-04,0.0026854851933847653
2016-05-05,-0.001959077180659767
2016-05-06,0.002653779815298418
2016-05-09,0.003700851174110079
2016-05-10,-0.0019582626857212087
2016-05-11,-0.00196002073481594
2016-05-12,0.002236192442961003
2016-05-13,0.0010641689345898908
2016-05-16,0.00054499687358518
2016-05-17,-0.00285239380640762
2016-05-18,0.0007496376203590538
2016-05-19,-0.00061586429207991
2016-05-20,-0.0006070925310647568
2016-05-23,-0.0016281544443017767
2016-05-24,0.0025658040368005145
2016-05-25,-0.0038973548729101396
2016-05-26,0.0006350497685446614
2016-05-27,0.0002987733257436598
2016-05-31,-0.00047202909680713783
2016-06-01,-0.0005805357142497057
2016-06-02,-0.0016096769133688632
2016-06-03,-0.0018867282809721829
2016-06-06,-0.0016345973714590196
2016-06-07,-0.00038192067125782304
2016-06-08,-9.538304708108982e-05
2016-06-09,0.00218139393499305
2016-06-10,0.000954538417728581
2016-06-13,0.0021531093512282395
2016-06-14,0.0023053760321575536
2016-06-15,0.00019960113406989515
2016-06-16,0.0011157786050522422
2016-06-17,-0.0038592267727371346
2016-06-20,0.0009945493291184228
2016-06-21,9.897064339689424e-05
2016-06-22,-0.0008134228761249413
2016-06-23,-0.0037057963500449305
2016-06-24,0.006603487742648827
2016-06-27,0.005710216845786059
2016-06-28,-0.001831170786267736
2016-06-29,-0.0026424106501163162
2016-06-30,-0.0010666134810651147
2016-07-01,0.002225183799855405
2016-07-05,0.0043922342421360006
2016-07-06,-0.0005918431976764007
2016-07-07,0.001552036195788598
2016-07-08,-0.0020453256008950167
2016-07-11,-0.0008858111979857235
2016-07-12,-0.004122523435773807
2016-07-13,-0.0004719799465776484
2016-07-14,-0.0003725986701800266
2016-07-15,-0.0007249543053966263
2016-07-18,-0.0014977673224787996
2016-07-19,0.001526943491104535
2016-07-20,-0.0011628979157328847
2016-07-21,-0.0025445952165876356
2016-07-22,-0.0005786422685005413
2016-07-25,0.000764174699881314
2016-07-26,-0.0027606424162206072
2016-07-27,-0.004247441805301148
2016-07-28,0.0011942397376002458
2016-07-29,-0.000891076172382701
2016-08-01,0.0027134212254953938
2016-08-02,0.0016048532948960178
2016-08-03,-0.0030190230193219763
2016-08-04,0.0009449881060053281
2016-08-05,-0.004259978777915847
2016-08-08,-0.004402359627521553
2016-08-09,0.0027488130670209657
2016-08-10,0.0025366522065289458
2016-08-11,-0.004734452563663757
2016-08-12,-0.001544416156832662
2016-08-15,-0.0025208833221120777
2016-08-16,-0.0012760079122607635
2016-08-17,0.0018580434945105577
2016-08-18,-0.0033507534067360365
2016-08-19,-0.0006611765368578897
2016-08-22,9.342839867310214e-05
2016-08-23,-0.0018006412551448778
2016-08-24,0.001276437453589998
2016-08-25,-0.0004225722683147535
2016-08-26,-0.001126443662061649
2016-08-29,-0.0002999252141435593
2016-08-30,-0.0029137130886164194
2016-08-31,0.0019219635587520909
2016-09-01,0.0007880937554628601
2016-09-02,7.64049822516427e-05
2016-09-06,-0.001191117017745415
2016-09-07,-0.0042588374547953365
2016-09-08,-0.0012577721335195059
2016-09-09,0.00267838109200833
2016-09-12,0.00011650405740344416
2016-09-13,0.0018355760202620286
2016-09-14,0.001657275999262109
2016-09-15,-0.0016894743630026998
2016-09-16,-0.00043989281836874657
2016-09-19,0.0013201486141070152
2016-09-20,0.0015233979990747718
2016-09-21,-0.001621206645922151
2016-09-22,0.0013012910698497076
2016-09-23,0.0002791539771315373
2016-09-26,-0.0004357764380764871
2016-09-27,0.00293821452250862
2016-09-28,-0.0038026686172898077
2016-09-29,-0.002430432072775468
2016-09-30,0.0012971664070198631
2016-10-03,0.0005281701249077866
2016-10-04,0.001943033331356012
2016-10-05,-0.003272451026418076
2016-10-06,0.001583666263002419
2016-10-07,-0.002447324713307086
2016-10-10,-0.0010395787400428918
2016-10-11,-0.00014038984285185226
2016-10-12,0.0007626480459680551
2016-10-13,0.0014346290163363257
2016-10-14,0.0013608831978708406
2016-10-17,0.0009033229298422911
2016-10-18,-0.0004635478370408076
2016-10-19,-0.002079315076691546
2016-10-20,-0.0008264158293180138
2016-10-21,0.0020251246408172427
2016-10-24,0.0010131338192572081
2016-10-25,-0.0001204048407054109
2016-10-26,-0.0014703390461339207
2016-10-27,-0.002102081653221066
2016-10-28,-0.003991061491647628
2016-10-31,0.00041472075480554005
2016-11-01,0.0027574265236856585
2016-11-02,-0.00044426033358653863
2016-11-03,-0.0021446011406105327
2016-11-04,-0.0004980697041597395
2016-11-07,0.003441062105993198
2016-11-08,0.0014307558919178043
2016-11-09,-0.0019879377874958376
2016-11-10,-0.005359035013501138
2016-11-11,0.002332375288988375
2016-11-14,-0.004271506784487532
2016-11-15,0.001333579927888617
2016-11-16,0.0017427508073119952
2016-11-17,-0.00020871126961221828
2016-11-18,0.0004718870900383178
2016-11-21,-5.57386935963356e-05
2016-11-22,0.0013167919620293664
2016-11-23,-0.0004487077471312543
2016-11-25,-0.00013028140859826427
2016-11-28,-0.0003370146634366148
2016-11-29,0.0032015147573941295
2016-11-30,-0.0010610625640559781
2016-12-01,-0.0028741136958173657
2016-12-02,-0.0004958067795604376
2016-12-05,0.00023664277211905537
2016-12-06,-0.0011909367278090364
2016-12-07,-0.0038812403948689416
2016-12-08,-0.002356746255609757
2016-12-09,0.0006851627967120396
2016-12-12,0.001603153437383877
2016-12-13,0.0006443500302299449
2016-12-14,0.0011534087057633994
2016-12-15,0.0008690691121016684
2016-12-16,0.0006962554139847173
2016-12-19,-0.0006627580934609925
2016-12-20,9.844807304376819e-07
2016-12-21,-0.0004811090404773651
2016-12-22,3.22510564290685e-05
2016-12-23,-3.5824826409595576e-05
2016-12-27,0.0007905486064249787
2016-12-28,0.00022677635012017998
2016-12-29,0.0012325007045201647
2016-12-30,-0.0013691580495967515
2017-01-03,-0.0012360781207626799
2017-01-04,0.0019872574519468503
2017-01-05,0.0014605922456764314
2017-01-06,0.0013289278372264183
2017-01-09,-0.001053062998373914
2017-01-10,0.0002062025591330107
2017-01-11,-9.03740310995004e-05
2017-01-12,0.0002702502764288781
2017-01-13,0.0007468309703503328
2017-01-17,0.0003156479463442933
2017-01-18,-0.0006455456964788779
2017-01-19,8.333301561778229e-05
2017-01-20,-0.0009876475668993097
2017-01-23,0.0003724480710168565
2017-01-24,-0.0017463242155515996
2017-01-25,-0.0035321026596002326
2017-01-26,-0.0018734197512872627
2017-01-27,0.002616227432789094
2017-01-30,-0.0023151332286932224
2017-01-31,0.001540051135110265
2017-02-01,0.004464323199991437
2017-02-02,0.0028684285622872143
2017-02-03,-0.003650817212522033
2017-02-06,0.0010090905011623608
2017-02-07,0.0033347347036372563
2017-02-08,0.002980005809388276
2017-02-09,-0.00016225850433467318
2017-02-10,-0.0017853939880341431
2017-02-13,-0.0007774520817186351
2017-02-14,-0.0024397258962910893
2017-02-15,0.002886612153159353
2017-02-16,-0.00016802733760790358
2017-02-17,-0.0002447718911862322
2017-02-21,0.0015805512451095708
2017-02-22,-0.001389070897501904
2017-02-23,-0.0022304030323157652
2017-02-24,0.0015199688311912116
2017-02-27,-0.001367409355063168
2017-02-28,0.0021528619921582118
2017-03-01,0.0013054604630022301
2017-03-02,0.0012640138714154511
2017-03-03,-0.0004436515258008297
2017-03-06,0.0017273998340271632
2017-03-07,0.001936214486161485
2017-03-08,2.6498452941240317e-05
2017-03-09,0.0016281621234973628
2017-03-10,0.0005166354412445473
2017-03-13,0.0008781906988951232
2017-03-14,0.0005284742333017366
2017-03-15,0.00031809555889305885
2017-03-16,0.0003701331634250317
2017-03-17,0.0016346192734441056
2017-03-20,0.002458669480773202
2017-03-21,0.003619489299284653
2017-03-22,0.0019136204507598864
2017-03-23,-0.0012383404251513181
2017-03-24,-0.00044987478469442
2017-03-27,0.001009822321570766
2017-03-28,-0.0019921797279135434
2017-03-29,-0.00010005532167742942
2017-03-30,0.0006761959820699462
2017-03-31,-0.0006524710268577405
2017-04-03,0.00253762563816668
2017-04-04,-0.0020020263235721557
2017-04-05,-0.000678825546761135
2017-04-06,-0.00032435309407546393
2017-04-07,0.0008907514632236336
2017-04-10,-0.0019106059135020528
2017-04-11,0.00032723537710163816
2017-04-12,0.0008158811314498285
2017-04-13,0.00023668622096341833
2017-04-17,0.0013940720475702235
2017-04-18,0.00236507348061667
2017-04-19,-0.00030161230456945504
2017-04-20,-0.0019765283352776546
2017-04-21,-0.0002860104717255707
2017-04-24,-0.0009892507454226842
2017-04-25,-0.0002756272559994115
2017-04-26,-0.0009481261718964563
2017-04-27,0.0011905808142352746
2017-04-28,-0.0005093543492210563
2017-05-01,0.0006161245781961987
2017-05-02,-0.0012397756186972606
2017-05-03,-0.00014178680852882644
2017-05-04,0.0010574568016095463
2017-05-05,-0.00030928387104362236
2017-05-08,0.002056576444150051
2017-05-09,-0.0008587562251146603
2017-05-10,0.0018708908471137136
2017-05-11,0.0006021059665807302
2017-05-12,0.0024148603753760055
2017-05-15,-0.0008943496293333327
2017-05-16,0.0026001958542940062
2017-05-17,-0.0011452952118512633
2017-05-18,0.002295308620986936
2017-05-19,-0.001595534608702708
2017-05-22,0.000163863135739808
2017-05-23,-0.0018560877351158991
2017-05-24,0.0008406980230305265
2017-05-25,0.002621198060988581
2017-05-26,0.002564969801964663
2017-05-30,0.0013221904308594763
2017-05-31,-0.0001988523985590925
2017-06-01,-0.0003656852266932832
2017-06-02,0.002610561590037223
2017-06-05,0.00038306186557281906
2017-06-06,-0.0017721487149931442
2017-06-07,-4.440397277462815e-05
2017-06-08,0.00027008314556320245
2017-06-09,-0.00420350250383913
2017-06-12,-0.0036655953109267126
2017-06-13,0.0022104562288469552
2017-06-14,0.0010105628909341568
2017-06-15,-0.0009565475102772648
2017-06-16,-0.004871356281965275
2017-06-19,0.0012527207069673175
2017-06-20,-0.0009138655857214189
2017-06-21,0.0003221318422756278
2017-06-22,-0.0029323280658772183
2017-06-23,-0.0006255027285038394
2017-06-26,-0.0028928509357883784
2017-06-27,-0.0007543913228841689
2017-06-28,0.00011975419053955956
2017-06-29,-0.0009474873209603928
2017-06-30,0.0007214435634341496
2017-07-03,-0.001482352623115231
2017-07-05,0.003932995012252953
2017-07-06,0.0026770759929707344
2017-07-07,0.0007221873529593944
2017-07-10,0.0009702763964348484
2017-07-11,0.001660417138872041
2017-07-12,-7.736629536634297e-05
2017-07-13,-0.0017193742664673994
2017-07-14,0.0005783443996744131
2017-07-17,-0.0006506025967428042
2017-07-18,0.0028641261071869384
2017-07-19,-0.0013597008821999096
2017-07-20,-0.00128155273163811
2017-07-21,-0.001027950825713303
2017-07-24,0.002357256971704633
2017-07-25,-0.0022539039661138975
2017-07-26,-0.001746769428538376
2017-07-27,-0.0036627372290675463
2017-07-28,-7.315882369087386e-05
2017-07-31,0.0009614321965810204
2017-08-01,0.00014723794423771364
2017-08-02,-0.00031773487834189365
2017-08-03,-0.0003339255566302235
2017-08-04,-0.0009362424800976451
2017-08-07,-0.0010096268137898606
2017-08-08,-0.0018715074731402773
2017-08-09,0.0007052249193910241
2017-08-10,-0.002610333602733176
2017-08-11,0.0003704750285013252
2017-08-14,0.00013535986357987852
2017-08-15,0.0036887016636881404
2017-08-16,0.0001420857409698839
2017-08-17,-0.0013173571419374112
2017-08-18,0.0010747588464173874
2017-08-21,-0.0017570267866708715
2017-08-22,0.0003451219427402519
2017-08-23,0.001420749104942631
2017-08-24,-0.0014733645430760629
2017-08-25,-0.003291195428902585
2017-08-28,0.0001938730428354295
2017-08-29,-0.002008275630321934
2017-08-30,-0.001925992902233931
2017-08-31,-1.0711953334675145e-05
2017-09-01,0.0003454652327934682
2017-09-05,-0.00012010783801556138
2017-09-06,0.001062575239428935
2017-09-07,0.00015110318867915794
2017-09-08,-0.001095240911753012
2017-09-11,0.0008805475223142116
2017-09-12,8.877029838659678e-05
2017-09-13,-0.001679294898850517
2017-09-14,0.0019751640818025094
2017-09-15,0.0011066078977524279
2017-09-18,0.003365935744819141
2017-09-19,0.001304028060741182
2017-09-20,0.0016792710541348194
2017-09-21,0.0014037136220549464
2017-09-22,0.0008287020991108789
2017-09-25,-0.0029527574660318857
2017-09-26,-0.0016815971881040416
2017-09-27,0.0036300330677967118
2017-09-28,0.001094293856364187
2017-09-29,-0.00013990431874827928
2017-10-02,0.0005705651907968769
2017-10-03,-0.0002182293041954281
2017-10-04,0.0006548696840248193
2017-10-05,-0.00045203386584175405
2017-10-06,0.001165000909512818
2017-10-09,0.000914398692789706
2017-10-10,-0.0015381372788315425
2017-10-11,0.00041227777491748685
2017-10-12,-0.0008665938729526292
2017-10-13,8.882801490158604e-05
2017-10-16,0.0006500132358804204
2017-10-17,-0.00142906775744658
2017-10-18,-0.00020584521877047072
2017-10-19,0.0008049971098462079
2017-10-20,0.00029292091941360775
2017-10-23,0.00042571693835304205
2017-10-24,0.0018159898207729557
2017-10-25,5.755558420695533e-06
2017-10-26,0.0015997796387327715
2017-10-27,0.003166195156244332
2017-10-30,-0.0008492858256181936
2017-10-31,0.002603090777095894
2017-11-01,0.0009961488089139318
2017-11-02,0.0011330340233676654
2017-11-03,-0.0020454471731063363
2017-11-06,0.0022903090047100235
2017-11-07,-0.0007158197931841847
2017-11-08,-0.0017482647805396718
2017-11-09,-0.003935522091820248
2017-11-10,0.0014293165938760477
2017-11-13,-0.0010451157101651618
2017-11-14,0.0013168964852427445
2017-11-15,-0.0012404862829403706
2017-11-16,0.0008520207543475804
2017-11-17,0.00015347034405344356
2017-11-20,0.0012664712135466562
2017-11-21,0.0011237096678973213
2017-11-22,-0.0010334418829423377
2017-11-24,0.0001949384641442261
2017-11-27,1.3972875379016786e-05
2017-11-28,-0.00012919442211935044
2017-11-29,-0.004079806973289721
2017-11-30,0.001407034010674369
2017-12-01,0.0010576376454492344
2017-12-04,-0.0016208719391129591
2017-12-05,0.000997029534497097
2017-12-06,-0.000413244932734391
2017-12-07,0.0008716421308284095
2017-12-08,-0.0006869611677276635
2017-12-11,-0.0018149041513369252
2017-12-12,-0.0003091055947141351
2017-12-13,-0.0005668576175409877
2017-12-14,-0.0005665391254970172
2017-12-15,-0.0016121567036577404
2017-12-18,0.0017925321074810997
2017-12-19,-9.7073335241146e-05
2017-12-20,0.0015948706831678593
2017-12-21,-0.00033820062261177397
2017-12-22,-0.000925951525768698
2017-12-26,-0.0011733638228281819
2017-12-27,0.0002541920105038812
2017-12-28,0.0007926213409421624
2017-12-29,-0.00014308186319949895
2018-01-02,0.0020245724231085288
2018-01-03,0.0005720393476367503
2018-01-04,0.00013022804248552278
2018-01-05,-0.0007655780469023914
2018-01-08,0.0003764868432590841
2018-01-09,-5.6993924023377034e-05
2018-01-10,0.0024438544323276833
2018-01-11,0.0002582167454468002
2018-01-12,0.0009294099824527014
2018-01-16,-0.00018082125637954743
2018-01-17,0.000577621605162505
2018-01-18,-0.0008910238030486746
2018-01-19,-0.0006163205637743311
2018-01-22,-0.0012504771778539534
2018-01-23,-0.0012052839810539797
2018-01-24,-0.003830064520983037
2018-01-25,-0.0036342596079012926
2018-01-26,0.0013769934455834434
2018-01-29,0.0005163983648079568
2018-01-30,0.000913307140705321
2018-01-31,0.0008284286444739012
2018-02-01,0.003773128161937638
2018-02-02,0.001349449503177077
2018-02-05,0.008174852456378964
2018-02-06,-0.004989403969451089
2018-02-07,0.0005400627663396477
2018-02-08,0.003967263579646153
2018-02-09,-0.00024003266382536617
2018-02-12,-0.0013307732871930486
2018-02-13,-0.004496828884664186
2018-02-14,-0.001445084243296342
2018-02-15,0.0007030301134202937
2018-02-16,-0.00013056168277186437
2018-02-20,-0.0013736833578668157
2018-02-21,0.0016655892126507883
2018-02-22,0.0004725573156907295
2018-02-23,-0.0008350022716333025
2018-02-26,-0.0037635596973801745
2018-02-27,-0.002253752832008865
2018-02-28,0.0016950494942901385
2018-03-01,0.002814382569655102
2018-03-02,0.00018943125261706217
2018-03-05,-0.0012123316929315015
2018-03-06,0.0010034775688137147
2018-03-07,-0.002285436044400722
2018-03-08,-0.0002245529501407232
2018-03-09,0.0011695267474438416
2018-03-12,-0.0007509786097038743
2018-03-13,0.0012192131297582803
2018-03-14,-0.0014668730355224314
2018-03-15,-0.000874900804776868
2018-03-16,0.0011418279879978042
2018-03-19,0.003140285297140317
2018-03-20,-9.94468291657013e-05
2018-03-21,0.0017377489652404855
2018-03-22,0.0005528040682422087
2018-03-23,0.0015265313469263076
2018-03-26,-0.0030124496753222035
2018-03-27,0.0026250170931421102
2018-03-28,0.0011209828418043525
2018-03-29,-0.000204167422461487
2018-04-02,0.00063243945863673
2018-04-03,1.1309885908540567e-05
2018-04-04,-0.0027955255597843388
2018-04-05,0.0002806099213584038
2018-04-06,0.0006370165039122651
2018-04-09,-0.0017290988233014325
2018-04-10,-0.0033622558794020392
2018-04-11,0.00029100690251029643
2018-04-12,-0.0013972351041889655
2018-04-13,-0.0014177768979352487
2018-04-16,0.001633153402710201
2018-04-17,-0.002176457750388378
2018-04-18,0.0019357678205763752
2018-04-19,0.00300929065701868
2018-04-20,-0.0006060873150685976
2018-04-23,-0.0004801080893926579
2018-04-24,0.00030835324825650675
2018-04-25,0.0030192882183683405
2018-04-26,-0.0008777747010791247
2018-04-27,0.00019513792815353866
2018-04-30,-0.0022250170661733673
2018-05-01,-0.0021182005203296463
2018-05-02,6.112037687759369e-05
2018-05-03,-0.0013159171222625642
2018-05-04,0.0001533073760687524
2018-05-07,-2.8569552371041953e-05
2018-05-08,0.0024143808439668025
2018-05-09,-0.001011635548840444
2018-05-10,-0.0023121266157213843
2018-05-11,0.0013533149192339452
2018-05-14,0.0009585966000259173
2018-05-15,0.0017964636679959824
2018-05-16,0.0009028124589929298
2018-05-17,0.002319258777320357
2018-05-18,-0.0020053743751360284
2018-05-21,0.0011029881161508791
2018-05-22,-0.0004591760848509627
2018-05-23,-0.002799073163413937
2018-05-24,0.001971935168944381
2018-05-25,-0.0016541275132779334
2018-05-29,-0.000767054801183987
2018-05-30,0.00034065544398230696
2018-05-31,-0.0018558645917655739
2018-06-01,-0.0002531002020042412
2018-06-04,0.006171967405782155
2018-06-05,0.00014437883354198348
2018-06-06,0.00041775986559256076
2018-06-07,0.00015016729438041887
2018-06-08,-0.0006572074062938315
2018-06-11,-4.689811291695285e-05
2018-06-12,-0.0009607744654572921
2018-06-13,0.0009297982127610072
2018-06-14,-0.003529602904218747
2018-06-15,-0.0005878822195658473
2018-06-18,0.001017167908771681
2018-06-19,0.002045991721332645
2018-06-20,0.002169710578069135
2018-06-21,0.0003669593735317011
2018-06-22,-0.0018834559247979795
2018-06-25,-0.003350549651957053
2018-06-26,-0.0001831561146986983
2018-06-27,0.00045172152803122045
2018-06-28,-0.0012522945213226944
2018-06-29,-0.003728063899565723
2018-07-02,0.0036266142704403327
2018-07-03,-0.0020033871078747106
2018-07-05,-0.002664725180014772
2018-07-06,-0.0005828903243131152
2018-07-09,0.003788518450048295
2018-07-10,-0.0023139125076043947
2018-07-11,0.0014851815053707534
2018-07-12,-0.0002933061937645275
2018-07-13,0.00035712244572840446
2018-07-16,0.0012180114617344774
2018-07-17,0.0022564482266469186
2018-07-18,0.0026669590935027407
2018-07-19,-0.0027947436630788355
2018-07-20,0.0020457816812963457
2018-07-23,0.0006074989597016258
2018-07-24,0.00014349418676180446
2018-07-25,0.00030580385976722486
2018-07-26,-0.003695237926035403
2018-07-27,-0.00012326174091363976
2018-07-30,-0.006132767453147257
2018-07-31,-0.004429761061380977
2018-08-01,0.003945697375351478
2018-08-02,0.003966078279934477
2018-08-03,-0.0006931345244349168
2018-08-06,0.003978989648609532
2018-08-07,0.0059636343537727765
2018-08-08,0.001565497600380718
2018-08-09,-0.0006240168534873816
2018-08-10,0.00037633765657918075
2018-08-13,-0.0034957750545478025
2018-08-14,0.0037102411288187855
2018-08-15,-0.0025376929470695385
2018-08-16,6.0279683061688886e-05
2018-08-17,-0.0013997323132098041
2018-08-20,0.0007116395277982291
2018-08-21,0.003622818677549644
2018-08-22,0.0020094393801122178
2018-08-23,0.0030990232133426897
2018-08-24,0.0008519210190935868
2018-08-27,0.0011221838008916905
2018-08-28,-0.0009416110884562279
2018-08-29,-0.0003067027919802312
2018-08-30,0.001227325572794139
2018-08-31,0.002948218131981019
2018-09-04,0.00419188156972809
2018-09-05,-0.005000981271790231
2018-09-06,-0.0019795630069630575
2018-09-07,-0.0019834534480301425
2018-09-10,0.0004966969129757432
2018-09-11,0.001815491836945946
2018-09-12,-0.003984358718627045
2018-09-13,-0.005352921665257631
2018-09-14,-0.0001746685048259976
2018-09-17,-0.0037557764697181474
2018-09-18,0.0018487070189545367
2018-09-19,6.983625493980055e-05
2018-09-20,-0.00026894816339497797
2018-09-21,-0.001531607525473894
2018-09-24,0.0033548970879753925
2018-09-25,0.003478646039790795
2018-09-26,-0.0041397283035371326
2018-09-27,-0.0024159659932196952
2018-09-28,-0.0018087047546327915
2018-10-01,0.0014652494481441427
2018-10-02,-0.0022811968971249833
2018-10-03,0.002525079751490106
2018-10-04,-0.0017905908543362707
2018-10-05,-0.00027922212627803185
2018-10-08,-0.0018995325543883378
2018-10-09,-0.0006826191369417418
2018-10-10,-0.005955492676343939
2018-10-11,6.280660982318656e-05
2018-10-12,0.0005342757694901336
2018-10-15,-0.0036938022971523825
2018-10-16,-0.00012603647975199342
2018-10-17,-0.0019637211235248677
2018-10-18,-0.0023727645224435622
2018-10-19,-0.0029061562119390757
2018-10-22,-0.0018999777827110472
2018-10-23,-0.002355585906023452
2018-10-24,-0.01051520550160354
2018-10-25,0.0031418410302694734
2018-10-26,0.0004714697518000355
2018-10-29,-0.009488065381082152
2018-10-30,-0.006003870498251587
2018-10-31,0.0058038047611337525
2018-11-01,0.002839040066331144
2018-11-02,0.0038343246115762914
2018-11-05,-0.004269891464145962
2018-11-06,0.0008657706203129681
2018-11-07,0.0036191623531282953
2018-11-08,-0.002039497693741164
2018-11-09,-0.0015545135421853415
2018-11-12,-0.005643527314600503
2018-11-13,-0.0010050242606854966
2018-11-14,-0.003560051177101363
2018-11-15,0.003265698917316722
2018-11-16,0.0010924071485208927
2018-11-19,-0.005093235642462119
2018-11-20,-0.003358127626542421
2018-11-21,-4.208537812911797e-05
2018-11-23,-0.0022274931446448556
2018-11-26,0.003930320763643477
2018-11-27,0.0008257168892103489
2018-11-28,0.003577203965547624
2018-11-29,-0.0007457971262400236
2018-11-30,0.0007038003541417077
2018-12-03,0.0015758124097885473
2018-12-04,-0.004458341686299335
2018-12-06,0.0014457940422725705
2018-12-07,-0.003004952749667887
2018-12-10,0.0013237007683750495
2018-12-11,-0.0016727527848389167
2018-12-12,0.00353471898151167
2018-12-13,-0.004304955602830571
2018-12-14,-0.0032032910515021793
2018-12-17,9.69414479656188e-05
2018-12-18,-0.0009774959918569552
2018-12-19,-0.0030852228072903456
2018-12-20,-0.0039500667869594
2018-12-21,-0.0014246267418826244
2018-12-24,0.0005305742468326996
2018-12-26,0.0029287743253123577
2018-12-27,0.000585543383867183
2018-12-28,0.0005154707556028503
2018-12-31,0.0006916447804472381
2019-01-02,-0.00021369510197695728
2019-01-03,-0.0005358561268533601
2019-01-04,0.004287493070000609
