date,ls_ret
2015-10-14,-0.005030079640839666
2015-10-15,-0.0006029672362989763
2015-10-16,9.369499100691622e-05
2015-10-19,0.0033046383139620893
2015-10-20,-0.0012564827618622586
2015-10-21,0.0018074711085703647
2015-10-22,-0.00012460384835537286
2015-10-23,0.0028155690643369286
2015-10-26,0.004740607775323729
2015-10-27,0.004756060099395245
2015-10-28,-0.0033463767239118205
2015-10-29,0.003613493702289774
2015-10-30,-0.003186901019578495
2015-11-02,-0.004184766120362639
2015-11-03,-0.0007106625070419267
2015-11-04,0.0012387043828841237
2015-11-05,-0.0016850905476068654
2015-11-06,0.003827850613033988
2015-11-09,0.00048627292679004726
2015-11-10,0.002201439500890102
2015-11-11,0.003954770381793217
2015-11-12,0.001888921114779069
2015-11-13,-0.007376940466068408
2015-11-16,-0.003765014706387054
2015-11-17,0.0016500014963558949
2015-11-18,0.000390711926932625
2015-11-19,0.0034903370749404046
2015-11-20,0.0042263552385936294
2015-11-23,-0.0007824860322497109
2015-11-24,-0.004879342627192201
2015-11-25,0.0004680013850717161
2015-11-27,0.004184598833208526
2015-11-30,-0.0028151501953374734
2015-12-01,0.0012732118795438351
2015-12-02,0.0038381372269307456
2015-12-03,0.0010723908338708711
2015-12-04,0.005595001933980959
2015-12-07,0.007695957503781583
2015-12-08,0.002539409041950626
2015-12-09,-0.005686246748852841
2015-12-10,-0.002780681521650548
2015-12-11,0.0038758453983940657
2015-12-14,0.006682041968083003
2015-12-15,-0.001707988832765927
2015-12-16,0.002873099109728659
2015-12-17,0.003190452755155787
2015-12-18,-0.0021305669192249097
2015-12-21,0.0003634280341091407
2015-12-22,-0.004498282709117049
2015-12-23,-0.012521023666192054
2015-12-24,0.0021075918925852082
2015-12-28,0.005922022962593255
2015-12-29,-0.000980560124108881
2015-12-30,0.0028790249406051615
2015-12-31,-0.005626390070179445
2016-01-04,-0.005187878755808236
2016-01-05,0.0018977145753564847
2016-01-06,0.009366210561795953
2016-01-07,0.005548532685256362
2016-01-08,-0.0009447155580806716
2016-01-11,0.010594787740452576
2016-01-12,0.00475677097877389
2016-01-13,0.0012914439017557987
2016-01-14,-0.006649549434778253
2016-01-15,0.004430737900104972
2016-01-19,0.009276893051406285
2016-01-20,-0.0008984197183538247
2016-01-21,-0.011115238575308524
2016-01-22,-0.0024487167250008598
2016-01-25,0.00944559431393552
2016-01-26,-0.007064557777880139
2016-01-27,-0.005132551262235756
2016-01-28,-0.003674864782758105
2016-01-29,-0.006010928809925938
2016-02-01,0.007082405145766828
2016-02-02,0.005033384585237068
2016-02-03,-0.01685855168590721
2016-02-04,-0.009933552907373544
2016-02-05,-0.013622268552343551
2016-02-08,-0.017549665717313343
2016-02-09,0.00788316033432006
2016-02-10,0.005946961962883149
2016-02-11,-0.0024336536538389244
2016-02-12,0.0015884854294670964
2016-02-16,-0.0014025951849650174
2016-02-17,-0.0012859827834713856
2016-02-18,-0.005006889084050478
2016-02-19,0.005071611297326417
2016-02-22,-0.0023053306199134404
2016-02-23,0.004946331878952649
2016-02-24,0.0023907723881193307
2016-02-25,0.004488840933909615
2016-02-26,-0.0019042759425849409
2016-02-29,0.0011670323612855962
2016-03-01,0.0017457288461924004
2016-03-02,-0.009665288005855406
2016-03-03,-0.009376495413539477
2016-03-04,-0.002623698099585215
2016-03-07,-0.009234259380327223
2016-03-08,0.008864865582783947
2016-03-09,-0.0018676901438774722
2016-03-10,-0.002246310933519255
2016-03-11,-0.0026529952680353565
2016-03-14,0.0031742292908711577
2016-03-15,0.004073744818300504
2016-03-16,-0.005704393851345232
2016-03-17,-0.0017215350975170692
2016-03-18,0.0005490996536605869
2016-03-21,-0.0004957378477505836
2016-03-22,0.00014549963778418215
2016-03-23,0.007581215549182208
2016-03-24,-0.0009661475604457476
2016-03-28,0.0025232289008599697
2016-03-29,0.0008598404218418287
2016-03-30,-0.0006486522600788915
2016-03-31,0.0002794028224053101
2016-04-01,0.00491388060977761
2016-04-04,-0.00038721465952083474
2016-04-05,0.000478621656284479
2016-04-06,-0.0008286545370265909
2016-04-07,0.0005368764509593751
2016-04-08,-0.0031475997307960197
2016-04-11,-0.0020840963902949076
2016-04-12,-0.005626714499677487
2016-04-13,-0.0003585998229744663
2016-04-14,0.0008673009649575001
2016-04-15,0.0024466370931212887
2016-04-18,-0.002041428589788787
2016-04-19,-0.00570268074433381
2016-04-20,0.0005279491355013391
2016-04-21,-0.0012619722640443837
2016-04-22,-0.004441069410601365
2016-04-25,0.0028036337217067467
2016-04-26,-0.0027792709920416367
2016-04-27,-0.003608591079748622
2016-04-28,-0.0019826849766741445
2016-04-29,-0.003519924119681527
2016-05-02,0.0016601863070117512
2016-05-03,0.0045687204496496995
2016-05-04,0.003872266463727597
2016-05-05,-0.0013157504403775188
2016-05-06,0.0038522633237320202
2016-05-09,0.004194178255336403
2016-05-10,-0.0024938091151577345
2016-05-11,0.0002282072963107529
2016-05-12,0.003485416558473763
2016-05-13,0.0015046454329791536
2016-05-16,-0.0010503120008331336
2016-05-17,-0.0020910230279331493
2016-05-18,0.001942011706424673
2016-05-19,-0.00013368856299399357
2016-05-20,-4.043087783442919e-05
2016-05-23,-0.002377973737569179
2016-05-24,0.003624803160151958
2016-05-25,-0.003584415162568535
2016-05-26,0.0012656824023606788
2016-05-27,0.00032904638913905154
2016-05-31,-0.00019548445873595897
2016-06-01,-0.0017882269625274648
2016-06-02,-0.00016897110435363873
2016-06-03,-0.001064416674079832
2016-06-06,-0.003058786789589556
2016-06-07,-0.0005242719536062028
2016-06-08,0.0008755487641548008
2016-06-09,0.0019727113378074494
2016-06-10,0.0011106377519771644
2016-06-13,0.0021709535905929953
2016-06-14,0.0008934561163242568
2016-06-15,-0.0002605721700967778
2016-06-16,0.0015198453891086105
2016-06-17,-0.005106441627609089
2016-06-20,0.001443628320687649
2016-06-21,-0.0010596058318544342
2016-06-22,0.000939915618804447
2016-06-23,-0.0022474092248071374
2016-06-24,0.0048369137949123096
2016-06-27,0.004086183660811193
2016-06-28,-0.0011955488750644953
2016-06-29,-0.0023778449668271
2016-06-30,0.00034338380697103665
2016-07-01,0.0012722852041154313
2016-07-05,0.0045483440277149815
2016-07-06,-0.0002757934441259499
2016-07-07,0.001255757035688335
2016-07-08,-0.0014767521957851565
2016-07-11,-0.0010090897910383302
2016-07-12,-0.0031302958800545166
2016-07-13,2.2313537054584277e-05
2016-07-14,0.0004098439209303859
2016-07-15,-0.0001925954557724408
2016-07-18,-0.0011935311806662086
2016-07-19,0.0011212599924417426
2016-07-20,-0.0020568532807383306
2016-07-21,-0.001239783868727451
2016-07-22,0.0002307847024196275
2016-07-25,0.001169660968699792
2016-07-26,-0.0018431854965558683
2016-07-27,-0.002567815276654962
2016-07-28,0.0008427871842658659
2016-07-29,-0.0009144528460930665
2016-08-01,0.002914302684265455
2016-08-02,0.0012482378823676964
2016-08-03,-0.0014048519222576387
2016-08-04,0.0002421532667756509
2016-08-05,-0.0031443938752299307
2016-08-08,-0.004414560859668243
2016-08-09,0.0022060933282772375
2016-08-10,0.0033641330816633038
2016-08-11,-0.0034541276549266884
2016-08-12,-0.0014976774863940151
2016-08-15,-0.0018334951962761103
2016-08-16,-0.0008379607013646422
2016-08-17,0.0017120221191388037
2016-08-18,-0.0019812214933423986
2016-08-19,-0.0012768906524703182
2016-08-22,0.0009079215177840512
2016-08-23,-0.0007911186206448904
2016-08-24,0.0019434282272838414
2016-08-25,6.437903580680614e-05
2016-08-26,-0.0007828180251511396
2016-08-29,-0.00019658859124816342
2016-08-30,-0.0019554102022649724
2016-08-31,0.001946133340370033
2016-09-01,0.0018471667538851938
2016-09-02,0.0008182306428001685
2016-09-06,-0.0015402959532900488
2016-09-07,-0.002970896708591807
2016-09-08,-0.0011726621399737315
2016-09-09,0.0025055649772883788
2016-09-12,0.00039946914161541265
2016-09-13,0.0016598104568661372
2016-09-14,0.0021406942518982794
2016-09-15,-0.0013871967987250284
2016-09-16,-0.00027091442628724295
2016-09-19,0.000461405783150747
2016-09-20,0.0017355451845968975
2016-09-21,-0.00301242404323028
2016-09-22,-0.0003366479532437167
2016-09-23,0.001939724152554636
2016-09-26,-0.00044934744428679757
2016-09-27,0.0016448965818620567
2016-09-28,-0.003982423742490905
2016-09-29,-0.0023972220703850876
2016-09-30,0.0007777765275489725
2016-10-03,-0.00023613071263308834
2016-10-04,0.0005587541542442021
2016-10-05,-0.003484556384499673
2016-10-06,0.0025763060051815527
2016-10-07,-0.001310970352449153
2016-10-10,-0.0006642967138875937
2016-10-11,0.0001178180708387755
2016-10-12,0.001473433128033193
2016-10-13,0.001286969147190982
2016-10-14,0.0008046158623297896
2016-10-17,0.0010904690337382595
2016-10-18,-0.0010747752751304426
2016-10-19,-0.002697608748819847
2016-10-20,-0.0015955714773998977
2016-10-21,0.0009964231393572135
2016-10-24,0.0008230038603877905
2016-10-25,9.375525232495215e-05
2016-10-26,-0.0015992422440347287
2016-10-27,-0.0004522627523689088
2016-10-28,-0.0031429762423072906
2016-10-31,0.0011355448616862194
2016-11-01,0.0030349138551652856
2016-11-02,0.0012568192229076556
2016-11-03,1.520417042018635e-05
2016-11-04,-0.0003468390300669392
2016-11-07,0.0015575865442968692
2016-11-08,0.0006677751273583444
2016-11-09,-0.0017129705187392964
2016-11-10,-0.0055803690038632205
2016-11-11,8.752910361901855e-05
2016-11-14,-0.004887085402589168
2016-11-15,0.002670720622686906
2016-11-16,0.0011874253900115354
2016-11-17,0.0011984061609457578
2016-11-18,0.0011188356577308553
2016-11-21,-0.0010576386173067223
2016-11-22,-0.00071723463823411
2016-11-23,-0.0014784278379819623
2016-11-25,0.00013315472334042555
2016-11-28,-0.0002626179526422688
2016-11-29,0.003969754463903081
2016-11-30,-0.002755475464039725
2016-12-01,-0.0016581094791787729
2016-12-02,-0.0015970914636836715
2016-12-05,0.00021036216743154377
2016-12-06,-0.0008620389747687908
2016-12-07,-0.0032740137295796147
2016-12-08,-0.0014671349107747555
2016-12-09,0.0003215062748784199
2016-12-12,0.0028646052780204132
2016-12-13,0.001299427540207498
2016-12-14,0.0022498570424098114
2016-12-15,0.0007854982655734072
2016-12-16,0.0009982298160256045
2016-12-19,-0.00032554517695277313
2016-12-20,-0.0006680876811151704
2016-12-21,0.0002793715388907082
2016-12-22,-0.0005469678496075202
2016-12-23,0.0006013966603243474
2016-12-27,0.0012373465963795593
2016-12-28,0.0012082385128825992
2016-12-29,0.0009652891746119528
2016-12-30,-0.0011618204546100914
2017-01-03,-0.0018137572243155605
2017-01-04,0.00022694099394213164
2017-01-05,0.0023325398606460776
2017-01-06,0.0013702998036958522
2017-01-09,-0.0009710128833499587
2017-01-10,-0.0003119231603619981
2017-01-11,-0.0029987101480953254
2017-01-12,0.000469919059016118
2017-01-13,0.0003492584944472048
2017-01-17,-0.002654238807247373
2017-01-18,-0.002159374507259173
2017-01-19,0.0009376768612216513
2017-01-20,-0.0014401964667790645
2017-01-23,0.0016187540064382371
2017-01-24,-0.004065654677654129
2017-01-25,-0.0018434972487039235
2017-01-26,0.000349468750156314
2017-01-27,0.0013973912655996406
2017-01-30,-0.0005684959736551814
2017-01-31,0.00011203045801782413
2017-02-01,0.004510755769375276
2017-02-02,0.0024322300869504183
2017-02-03,-0.0029531734586991064
2017-02-06,0.0006127142735138599
2017-02-07,0.0049959146738690775
2017-02-08,-0.00024132221125753838
2017-02-09,-0.00047329218634562675
2017-02-10,-0.0011640919435120438
2017-02-13,0.0012776057452799552
2017-02-14,-0.001938801083409225
2017-02-15,0.001755609304809445
2017-02-16,0.0016941074216468928
2017-02-17,-0.00018509557892688834
2017-02-21,0.001979102486989922
2017-02-22,-0.0010929669804058994
2017-02-23,0.00017921368653513308
2017-02-24,0.0002991271306771526
2017-02-27,-0.0015900069806877165
2017-02-28,0.003228950911006737
2017-03-01,0.0017143319205434862
2017-03-02,-0.0012313787950918719
2017-03-03,-0.00046768820738168947
2017-03-06,0.002310277462654471
2017-03-07,0.0016328883272240457
2017-03-08,-0.0003918938055766145
2017-03-09,0.001490541072343815
2017-03-10,0.0010148291909093353
2017-03-13,0.0012438743967840007
2017-03-14,0.0007647031361585206
2017-03-15,0.0005848039113352715
2017-03-16,0.0007849930310268167
2017-03-17,0.001618180108198212
2017-03-20,0.0023506380658221983
2017-03-21,0.0016263330483411238
2017-03-22,0.001709035415920991
2017-03-23,-0.002177332679270626
2017-03-24,-0.0012829480438865963
2017-03-27,0.0007137770946872681
2017-03-28,-0.001374687517986286
2017-03-29,-0.0008015599157853874
2017-03-30,0.0009189392803356007
2017-03-31,-0.0006859029293251948
2017-04-03,0.0026250140601188523
2017-04-04,-0.00011879199805896286
2017-04-05,-0.0010670887981674218
2017-04-06,-0.0003445775778679105
2017-04-07,0.0006978247258913503
2017-04-10,-0.002382337018416965
2017-04-11,0.00023150715507862037
2017-04-12,0.0006530656438908173
2017-04-13,-0.00027971631034907375
2017-04-17,0.001370645396106272
2017-04-18,0.00198293681227633
2017-04-19,-0.00029711658391604404
2017-04-20,-0.0010779550067192322
2017-04-21,0.0002532545071793617
2017-04-24,0.0007323852611280076
2017-04-25,0.00011026841185471495
2017-04-26,-0.0016474231470055057
2017-04-27,0.0025877287525331795
2017-04-28,-0.0018341788011553529
2017-05-01,0.0009309136243790284
2017-05-02,-0.003418705598151399
2017-05-03,-0.0015509752403413202
2017-05-04,0.002289384388059113
2017-05-05,-0.0006220044565734013
2017-05-08,0.0017779168100731395
2017-05-09,2.9802609086898926e-05
2017-05-10,0.0007728133595800614
2017-05-11,0.001193692320311934
2017-05-12,0.0023056068571429803
2017-05-15,3.589906769142043e-05
2017-05-16,0.0029851511288712437
2017-05-17,-0.001461615821178888
2017-05-18,0.002120878936701614
2017-05-19,-0.0006498009650867016
2017-05-22,0.0006168884247199584
2017-05-23,-0.0012901869567636735
2017-05-24,0.0013856829461875945
2017-05-25,0.002644207907409325
2017-05-26,0.0033155871695683434
2017-05-30,0.0009776927897308947
2017-05-31,0.0010475079085356094
2017-06-01,-7.545054226986535e-05
2017-06-02,0.002967755426450869
2017-06-05,-0.00015726780364052652
2017-06-06,-1.90179015507495e-05
2017-06-07,0.0006744365576466931
2017-06-08,0.0014131496411003415
2017-06-09,-0.00627757611724051
2017-06-12,-0.003652388818121591
2017-06-13,0.0031547528411857376
2017-06-14,0.00029293472142820907
2017-06-15,-0.0010636394510866389
2017-06-16,-0.004279344848168292
2017-06-19,0.002493020868791895
2017-06-20,-0.0002658166934727375
2017-06-21,0.0018419408094918878
2017-06-22,-0.0033378809918697128
2017-06-23,-0.0006494285055001353
2017-06-26,-0.0027666035627692447
2017-06-27,-0.002484624008826946
2017-06-28,0.001532371562333209
2017-06-29,-0.0027011344126133554
2017-06-30,0.00039590057547286237
2017-07-03,-0.0029496975949861977
2017-07-05,0.004147155473253176
2017-07-06,0.0037418892508243283
2017-07-07,0.0014455417606183433
2017-07-10,0.0032124789159297873
2017-07-11,0.0019155485761977165
2017-07-12,0.0016388333437094272
2017-07-13,-0.002846319864247014
2017-07-14,0.00021115503647075183
2017-07-17,-0.0016714325446448054
2017-07-18,0.0026277937055612798
2017-07-19,-0.0007639383256744577
2017-07-20,-0.0015179878372013384
2017-07-21,-0.0005594310889659919
2017-07-24,0.003228884455198066
2017-07-25,-0.0028861314077189
2017-07-26,7.650099731864247e-05
2017-07-27,-0.004882248494370032
2017-07-28,0.0007019769879093996
2017-07-31,0.00018569420356935658
2017-08-01,0.0005688504265988684
2017-08-02,0.0011947048655303377
2017-08-03,-0.0005775315293036823
2017-08-04,-0.0012349654793427645
2017-08-07,0.0004880551629827505
2017-08-08,-0.0010725310858804892
2017-08-09,0.0022183982695522233
2017-08-10,-0.0010200461199493548
2017-08-11,0.0021686797592027677
2017-08-14,0.0007979275175748896
2017-08-15,0.004648167050489967
2017-08-16,-0.0011257773840758047
2017-08-17,-0.0001838777885727449
2017-08-18,0.0011619598097612903
2017-08-21,0.0005775639756440986
2017-08-22,0.0010679429190120617
2017-08-23,-0.0005877478942306681
2017-08-24,-0.00420634949567635
2017-08-25,-0.006192398484484847
2017-08-28,0.00031455358184427195
2017-08-29,-0.001357888156126558
2017-08-30,-0.00034962912075852526
2017-08-31,0.0003982604098868006
2017-09-01,-0.0002672516447907716
2017-09-05,-0.0008670053149203603
2017-09-06,0.0008864895685394049
2017-09-07,-3.552312535391055e-05
2017-09-08,0.0003656745672685154
2017-09-11,0.0015750957778182533
2017-09-12,-0.0005277207965713253
2017-09-13,-0.0022773910358930938
2017-09-14,0.002514224722488633
2017-09-15,0.0004311571330686033
2017-09-18,0.003522390818939448
2017-09-19,0.001991559976583761
2017-09-20,0.0011493035974632978
2017-09-21,0.0018462087111967662
2017-09-22,0.0002555297424748949
2017-09-25,-0.00365231533269602
2017-09-26,-0.0014263865141364391
2017-09-27,0.00207125637962765
2017-09-28,0.0007316825672949437
2017-09-29,0.0008348616016752498
2017-10-02,0.0008489820055765816
2017-10-03,0.0004135205853490266
2017-10-04,0.0025790864727260167
2017-10-05,-0.00010999092148990686
2017-10-06,0.0013946280119497305
2017-10-09,0.0015339971361046324
2017-10-10,-0.0008922760590591132
2017-10-11,0.0012471802029513205
2017-10-12,0.0006966606018260627
2017-10-13,-0.0007520102526935046
2017-10-16,0.0006088904240881099
2017-10-17,-0.0013672696676563954
2017-10-18,0.00014862058372054233
2017-10-19,0.0013460522598185008
2017-10-20,0.0004917506930429339
2017-10-23,0.0005745989158251228
2017-10-24,0.001067911148512252
2017-10-25,7.47763901163485e-05
2017-10-26,0.0038383322440722453
2017-10-27,0.0043850319904971125
2017-10-30,0.0029196899212401628
2017-10-31,0.0027474290377559277
2017-11-01,-0.0002240387906839718
2017-11-02,0.0001539088295409923
2017-11-03,-0.0010205586913031085
2017-11-06,0.0018572808337943153
2017-11-07,-0.0005620918281724278
2017-11-08,-0.0004405824034498358
2017-11-09,-0.004440696327800066
2017-11-10,0.0019787810017014846
2017-11-13,0.0013080980681203615
2017-11-14,0.0016419406180267246
2017-11-15,-0.0006963495949371051
2017-11-16,0.002763169263502676
2017-11-17,-0.00011731282026029308
2017-11-20,0.0022008623322419874
2017-11-21,0.0022140402776406882
2017-11-22,-0.0022945503184209895
2017-11-24,0.0011408086930355184
2017-11-27,-0.0006429431819802277
2017-11-28,-0.00045608319904003004
2017-11-29,-0.006363706815828479
2017-11-30,0.0011841067626736413
2017-12-01,-0.0005572155461010295
2017-12-04,-0.005529812475593966
2017-12-05,0.0015986574039161443
2017-12-06,0.00032131059717337694
2017-12-07,0.002423904810353446
2017-12-08,-0.001154374955617794
2017-12-11,-0.001341033463048028
2017-12-12,-0.0019144637250224595
2017-12-13,0.0006523387375578388
2017-12-14,0.0004947865870528367
2017-12-15,-0.0011285355161505398
2017-12-18,0.0007523092224564877
2017-12-19,0.0018399827555083577
2017-12-20,0.0017543985799256187
2017-12-21,0.00029170242138133214
2017-12-22,-0.0010451455884510864
2017-12-26,-0.001236776622204303
2017-12-27,0.0004312435393502494
2017-12-28,0.0002749816605683462
2017-12-29,-0.00040829938559353365
2018-01-02,0.0014813393661387009
2018-01-03,0.001076346600792546
2018-01-04,0.000828006828672117
2018-01-05,0.0005497635404707337
2018-01-08,0.0020554735777607563
2018-01-09,0.001748326793862876
2018-01-10,0.002288951325046843
2018-01-11,0.0003606821969966925
2018-01-12,0.0002165315621755825
2018-01-16,-0.000906414650015989
2018-01-17,0.0012252627159159918
2018-01-18,0.0002851758174772101
2018-01-19,0.0001265880888416163
2018-01-22,-0.0008954076797345399
2018-01-23,-0.0007653993496955301
2018-01-24,-0.0031935146453418196
2018-01-25,-0.002594800304067172
2018-01-26,0.002463323886776234
2018-01-29,0.0003394669536307988
2018-01-30,-0.00022951673315991725
2018-01-31,0.0011044341863062882
2018-02-01,0.004372552500081231
2018-02-02,-0.0016343123076789847
2018-02-05,0.005746708541729121
2018-02-06,-0.0046634042760355255
2018-02-07,-0.0018056467867658813
2018-02-08,0.005944847264650432
2018-02-09,-0.0016775720030219282
2018-02-12,-0.0015304386583122886
2018-02-13,-0.003997902681204438
2018-02-14,-0.00011119190927267832
2018-02-15,-0.0002578425943631343
2018-02-16,0.0009804714012917792
2018-02-20,0.00027570066869283773
2018-02-21,0.0007486405307811118
2018-02-22,-9.24498159505777e-05
2018-02-23,-0.0012172710497098441
2018-02-26,-0.0023649756581898755
2018-02-27,-0.0018951885854743573
2018-02-28,0.0010999796541116425
2018-03-01,0.002611615986772973
2018-03-02,0.0002802385812544108
2018-03-05,-0.000330052665270355
2018-03-06,0.0008945476771960627
2018-03-07,-0.0023203993141754954
2018-03-08,6.464586062175817e-06
2018-03-09,-0.00022489463989545529
2018-03-12,-0.0006346874107705398
2018-03-13,0.0013715497592486834
2018-03-14,-0.0011745408773009202
2018-03-15,-0.0006960455585341732
2018-03-16,0.000995912921948509
2018-03-19,0.0026262924792318744
2018-03-20,-0.000512088424960732
2018-03-21,0.0016305304714836178
2018-03-22,0.0007251656360631563
2018-03-23,0.0014874705322806818
2018-03-26,-0.0025854031925584497
2018-03-27,0.002380443128923588
2018-03-28,0.0013820662904872245
2018-03-29,0.0004535716754446905
2018-04-02,0.0004676311626109399
2018-04-03,0.001108741080834229
2018-04-04,-0.002344397634898577
2018-04-05,-0.000591324854071326
2018-04-06,0.0002883864411658119
2018-04-09,-0.0008730171793159587
2018-04-10,-0.0010904651766418876
2018-04-11,0.0004068046818736158
2018-04-12,-0.0010443462585207816
2018-04-13,-0.001385776697363484
2018-04-16,0.0017225596348847119
2018-04-17,-0.0009845799007973857
2018-04-18,0.0013278211373125726
2018-04-19,0.0012682273716082579
2018-04-20,6.491309292817432e-05
2018-04-23,-0.0006814032106527396
2018-04-24,-7.385249000295738e-05
2018-04-25,0.002392918821756652
2018-04-26,-0.0015851562034016442
2018-04-27,-0.0009053360746382131
2018-04-30,-0.0042700729154106975
2018-05-01,-0.0017407310496609842
2018-05-02,-0.0016828254054080678
2018-05-03,-0.0009365964746522977
2018-05-04,-0.00035967216038991414
2018-05-07,0.0009194619702606434
2018-05-08,0.002314255067088671
2018-05-09,-0.0005731077606543864
2018-05-10,-0.001090982777350719
2018-05-11,0.0015554358087007964
2018-05-14,-0.00028907465419376053
2018-05-15,0.00105618751711136
2018-05-16,0.0007487800481583421
2018-05-17,0.001510775410059815
2018-05-18,-0.0008272021783900628
2018-05-21,0.0008275853927258609
2018-05-22,-0.000477181081990162
2018-05-23,-0.0009810451256490448
2018-05-24,0.0022441864658682862
2018-05-25,-0.0021572620955021765
2018-05-29,-0.001673216153130949
2018-05-30,-0.00012168918403716246
2018-05-31,-0.0009078063560217944
2018-06-01,-0.0010657409994648318
2018-06-04,0.005146525149285211
2018-06-05,-0.0013812520982016655
2018-06-06,0.0017203652855040073
2018-06-07,-0.0016492226008903467
2018-06-08,-0.00043981155431398883
2018-06-11,-0.0011872802987853623
2018-06-12,0.000671269678762835
2018-06-13,0.0008070336985895547
2018-06-14,-0.001993897855729207
2018-06-15,-0.0014394983170014544
2018-06-18,-0.0002492911768460525
2018-06-19,0.001709286966668336
2018-06-20,0.0012754692232725662
2018-06-21,0.0013888649625941427
2018-06-22,-0.0026195231542514787
2018-06-25,-0.0032835571622018946
2018-06-26,0.0005474052991446315
2018-06-27,-0.0007910995288230113
2018-06-28,6.288955811779349e-06
2018-06-29,-0.0029882819346911805
2018-07-02,0.0035304098457547826
2018-07-03,-0.0012612387501675362
2018-07-05,-0.0026371262558116696
2018-07-06,-0.00036434054051082685
2018-07-09,0.002148568505649547
2018-07-10,-0.0017372912040127982
2018-07-11,0.0021529170096721752
2018-07-12,0.0017128570945952521
2018-07-13,-0.00020696861942974483
2018-07-16,0.004566066445410858
2018-07-17,0.001993674321687355
2018-07-18,0.0025055816724442923
2018-07-19,-0.003025039055283821
2018-07-20,0.0023621814648949833
2018-07-23,-0.0003393246765572873
2018-07-24,0.0005967642892815611
2018-07-25,0.0008378642857230682
2018-07-26,-0.0020965550798579535
2018-07-27,-0.0009342090975961836
2018-07-30,-0.0072547418839439895
2018-07-31,-0.0012340243324495714
2018-08-01,0.006233373608050895
2018-08-02,0.004898265797480882
2018-08-03,-0.0016894609732656
2018-08-06,0.0019206368301983429
2018-08-07,0.004122235035977066
2018-08-08,0.003218425784795784
2018-08-09,0.0011926214039062154
2018-08-10,0.0017685885656538178
2018-08-13,-0.001104380153133245
2018-08-14,0.003046094086626867
2018-08-15,0.00021914762334632998
2018-08-16,0.0011862750518611051
2018-08-17,0.0003845184102835818
2018-08-20,0.0009434624532621768
2018-08-21,0.002867024445355841
2018-08-22,0.0006806989940299308
2018-08-23,0.0032300417681877815
2018-08-24,0.0005714056631035892
2018-08-27,0.0019357778209997453
2018-08-28,0.00033409861721331335
2018-08-29,-0.0009040380383238853
2018-08-30,0.0008031106126404456
2018-08-31,0.003448326647471548
2018-09-04,0.005458775374512343
2018-09-05,-0.00411198289396652
2018-09-06,0.0007487591522341478
2018-09-07,-0.0006194164123684298
2018-09-10,-0.0007648240584529712
2018-09-11,0.001229837841455656
2018-09-12,-0.004607908806084128
2018-09-13,-0.002906550052130422
2018-09-14,-0.002124918889928858
2018-09-17,-0.004831171400528555
2018-09-18,0.0014615171492072467
2018-09-19,-0.00380900762640349
2018-09-20,-0.0011353980473127864
2018-09-21,-0.0013545983958839103
2018-09-24,0.0028472724343640227
2018-09-25,0.0036585039769118192
2018-09-26,-0.0011287281789989318
2018-09-27,0.001302010627718471
2018-09-28,0.00017784869947536726
2018-10-01,-0.0010759110887625968
2018-10-02,-0.002090625436360757
2018-10-03,0.0015753482209745445
2018-10-04,-0.0011127904057007074
2018-10-05,0.002159557682272592
2018-10-08,-0.0024295540874695472
2018-10-09,-0.00042819259072568623
2018-10-10,-0.004661589710471953
2018-10-11,0.0026203001113231953
2018-10-12,0.0006529041555840246
2018-10-15,-0.0029306047183110815
2018-10-16,-0.0020466433727632455
2018-10-17,-0.006549478002038328
2018-10-18,0.00027682564274976847
2018-10-19,-0.0023649609915256855
2018-10-22,0.0004525744513096731
2018-10-23,-0.0023421158898011105
2018-10-24,-0.009720111041570023
2018-10-25,0.003048030692155991
2018-10-26,0.002052051772582411
2018-10-29,-0.005253917457004233
2018-10-30,-0.00545297200301711
2018-10-31,0.007622847679301881
2018-11-01,6.996390257455399e-05
2018-11-02,0.002096206110683393
2018-11-05,-0.0038381282129476813
2018-11-06,0.0006898848585796876
2018-11-07,0.00366215011076941
2018-11-08,-0.00021030464256576397
2018-11-09,0.0011861272456784588
2018-11-12,-0.00322364877413487
2018-11-13,-0.0006639595713005083
2018-11-14,-0.004029807682760522
2018-11-15,0.0017455760994844955
2018-11-16,0.002129870934818809
2018-11-19,-0.005412282886304242
2018-11-20,-0.0006909937299544365
2018-11-21,-0.002369790366021483
2018-11-23,-0.0016712002000797749
2018-11-26,0.003171491391703978
2018-11-27,3.6770198841802326e-05
2018-11-28,0.004983765498815736
2018-11-29,0.00010289000745450405
2018-11-30,0.002252124683600883
2018-12-03,0.0021252744129369662
2018-12-04,-0.0036096092924294654
2018-12-06,0.0017488286285389475
2018-12-07,-0.0037130434948522903
2018-12-10,0.0033518012152909792
2018-12-11,-0.0006704082255983882
2018-12-12,0.0020941784310465955
2018-12-13,-0.0017490498115411773
2018-12-14,-0.0020706651022889054
2018-12-17,-0.0019500505360604556
2018-12-18,0.0009101748166538344
2018-12-19,-0.00344349142478418
2018-12-20,-0.003211813587803479
2018-12-21,-0.001406939335068387
2018-12-24,-0.00097977968682137
2018-12-26,0.0026354096387975236
2018-12-27,0.0008076492247838206
2018-12-28,0.00013346068475295243
2018-12-31,0.0002014862887681516
2019-01-02,-0.0037748206854186887
2019-01-03,-0.0013514147161985616
2019-01-04,0.0021255863177137304
2019-01-07,-0.0002556974657401326
